att_D_AD_1 - 0.9-1.1,att_D_AD_1 - 4.5-5.5,att_D_AD_1 - 9.0-11.0,_BACKGROUND
,,,SLC38A11
,,,SLC38A2
,,,SLC38A3
,,,SLC38A4
,,,SLC38A5
,,,SLC39A10
,,,SLC39A12
,,,SLC39A8
,,,SLC40A1
,,,SLC44A1
,,,SLC44A3
,,,SLC44A5
,,,SLC45A3
,,,SLC47A1
,,,SLC4A2
,,,SLC4A4
,,,SLC4A7
,,,SLC5A11
,,,SLC5A6
,,,SLC5A9
,,,SLC6A1
,,,SLC6A1-AS1
,,,SLC6A11
,,,SLC6A12
,,,SLC6A13
,,,SLC6A20
,,,SLC6A6
,,,SLC6A8
,,,SLC6A9
,,,SLC7A1
,,,SLC7A10
,,,SLC7A11
,,,SLC7A11-AS1
,,,SLC7A14
,,,SLC7A2
,,,SLC7A5
,,,SLC7A7
,,,SLC8A1
,,,SLC8A1-AS1
,,,SLC8B1
,,,SLC9A2
,,,SLC9A3R1
,,,SLC9A3R2
,,,SLC9A9
,,,SLC9A9-AS1
,,,SLC9B1
,,,SLC9C1
,,,SLCO1A2
,,,SLCO1B1
,,,SLCO1C1
,,,SLCO2B1
,,,SLCO4A1
,,,SLCO5A1
,,,SLFN11
,,,SLFN12
,,,SLFN12L
,,,SLFN5
,,,SLIT2
,,,SLIT3
,,,SMAD1
,,,SMAD2
,,,SMAD3
,,,SMAD4
,,,SMAD5
,,,SMAD6
,,,SMAD7
,,,SMAD9
,,,SMAP2
,,,SMARCA1
,,,SMARCA5
,,,SMARCC1
,,,SMC1B
,,,SMC3
,,,SMC4
,,,SMCO4
,,,SMG1P3
,,,SMIM3
,,,SMIM4
,,,SMIM5
,,,SMOC1
,,,SMOC2
,,,SMOX
,,,SMPX
,,,SMTN
,,,SMUG1
,,,SNAI1
,,,SNAI2
,,,SNAI3
,,,SNAP25-AS1
,,,SNAPC4
,,,SNAPC5
,,,SNCAIP
,,,SND1
,,,SNED1
,,,SNHG18
,,,SNHG8
,,,SNORD13
,,,SNRNP70
,,,SNRPB2
,,,SNTA1
,,,SNTB1
,,,SNTG1
,,,SNTG2
,,,SNX18
,,,SNX22
,,,SOAT1
,,,SOCS3
,,,SOCS4
,,,SOCS6
,,,SOD1
,,,SOHLH2
,,,SORBS1
,,,SORBS2
,,,SORBS3
,,,SORCS1
,,,SORCS2
,,,SORCS3
,,,SORL1
,,,SOX10
,,,SOX11
,,,SOX12
,,,SOX13
,,,SOX15
,,,SOX17
,,,SOX18
,,,SOX21
,,,SOX21-AS1
,,,SOX3
,,,SOX30
,,,SOX4
,,,SOX5
,,,SOX6
,,,SOX7
,,,SOX8
,,,SOX9
,,,SP1
,,,SP100
,,,SP110
,,,SP140
,,,SP140L
,,,SP2
,,,SP2-AS1
,,,SP3
,,,SP4
,,,SP5
,,,SP6
,,,SP7
,,,SP8
,,,SP9
,,,SPACA5
,,,SPAG7
,,,SPANXA2-OT1
,,,SPARC
,,,SPATA1
,,,SPATA12
,,,SPATA22
,,,SPATA3-AS1
,,,SPATA45
,,,SPATA9
,,,SPATC1
,,,SPATS2
,,,SPC25
,,,SPDEF
,,,SPHK1
,,,SPHKAP
,,,SPI1
,,,SPIB
,,,SPIC
,,,SPINK13
,,,SPINK5
,,,SPINT2
,,,SPNS3
,,,SPON1
,,,SPP1
,,,SPR
,,,SPRY4
,,,SPSB1
,,,SPSB4
,,,SPTLC2
,,,SPTLC3
,,,SRBD1
,,,SRD5A3-AS1
,,,SREBF1
,,,SREBF2
,,,SRF
,,,SRGAP1
,,,SRGAP2
,,,SRGAP2-AS1
,,,SRGAP2B
,,,SRGAP2C
,,,SRGN
,,,SRL
,,,SRP9
,,,SRPRB
,,,SRPX
,,,SRPX2
,,,SRRM3
,,,SSBP3
,,,SSNA1
,,,SSPN
,,,SSR4
,,,SSRP1
,,,SST
,,,ST18
,,,ST3GAL5-AS1
,,,ST3GAL6-AS1
,,,ST6GAL1
,,,ST6GALNAC1
,,,ST6GALNAC3
,,,ST6GALNAC5
,,,ST8SIA4
,,,ST8SIA6
,,,ST8SIA6-AS1
,,,STAB1
,,,STAC
,,,STARD13-AS
,,,STARD8
,,,STAT1
,,,STAT2
,,,STAT3
,,,STAT4
,,,STAT5A
,,,STAT5B
,,,STAT6
,,,STAU2
,,,STEAP1B
,,,STEAP3
,,,STEAP4
,,,STK10
,,,STK17B
,,,STK26
,,,STK31
,,,STK32A
,,,STK32B
,,,STK33
,,,STK40
,,,STOM
,,,STON2
,,,STOX1
,,,STPG2-AS1
,,,STUB1
,,,STX11
,,,STX17-AS1
,,,STX19
,,,STX4
,,,STXBP5-AS1
,,,STXBP6
,,,SUCLG1
,,,SUCLG2
,,,SUCLG2-AS1
,,,SUGCT
,,,SULF1
,,,SULF2
,,,SULT1C2
,,,SULT1C4
,,,SUN2
,,,SUSD3
,,,SUSD6
,,,SV2B
,,,SV2C
,,,SVEP1
,,,SVIL
,,,SWAP70
,,,SYAP1
,,,SYCE2
,,,SYK
,,,SYN3
,,,SYNDIG1
,,,SYNE2
,,,SYNGR2
,,,SYNJ2
,,,SYNM
,,,SYNPO2
,,,SYNPR
,,,SYNPR-AS1
,,,SYPL1
,,,SYS1-DBNDD2
,,,SYT1
,,,SYT17
,,,SYT2
,,,SYT6
,,,SYTL3
,,,SYTL4
,,,TAC1
,,,TAC3
,,,TACC1
,,,TACR1
,,,TACR3
,,,TAF1
,,,TAF1A
,,,TAF1L
,,,TAF6
,,,TAF7
,,,TAGAP
,,,TAGLN
,,,TAGLN2
,,,TAL1
,,,TAL2
,,,TANC1
,,,TAP1
,,,TARID
,,,TAS1R1
,,,TBC1D12
,,,TBC1D14
,,,TBC1D16
,,,TBC1D2
,,,TBC1D4
,,,TBC1D8B
,,,TBL1X
,,,TBL1XR1
,,,TBL1Y
,,,TBP
,,,TBPL1
,,,TBPL2
,,,TBR1
,,,TBX1
,,,TBX10
,,,TBX15
,,,TBX18
,,,TBX19
,,,TBX2
,,,TBX20
,,,TBX21
,,,TBX22
,,,TBX3
,,,TBX5
,,,TBX6
,,,TBXAS1
,,,TC2N
,,,TCEAL2
,,,TCEAL3
,,,TCEAL6
,,,TCERG1L
,,,TCF12
,,,TCF15
,,,TCF23
,,,TCF24
,,,TCF3
,,,TCF4
,,,TCF4-AS1
,,,TCF7
,,,TCF7L1
,,,TCF7L2
,,,TCFL5
,,,TCIRG1
,,,TCN2
,,,TDRD10
,,,TEAD1
,,,TEAD2
,,,TEAD3
,,,TEAD4
,,,TEC
,,,TEF
,,,TEK
,,,TENM1
,,,TENM2
,,,TENM3
,,,TENM4
,,,TEP1
,,,TERF1
,,,TERF2
,,,TES
,,,TESC
,,,TET1
,,,TEX14
,,,TEX21P
,,,TEX41
,,,TF
,,,TFAM
,,,TFAP2A
,,,TFAP2C
,,,TFAP2D
,,,TFAP2E
,,,TFAP4
,,,TFCP2
,,,TFCP2L1
,,,TFDP1
,,,TFDP2
,,,TFE3
,,,TFEB
,,,TFEC
,,,TFPI
,,,TFRC
,,,TG
,,,TGFA
,,,TGFB1
,,,TGFB2
,,,TGFBI
,,,TGFBR1
,,,TGFBR2
,,,TGFBR3
,,,TGIF1
,,,TGM2
,,,THAP1
,,,THAP11
,,,THAP12
,,,THAP9
,,,THBS1
,,,THBS2
,,,THBS4
,,,THEMIS
,,,THEMIS2
,,,THOC2
,,,THRA
,,,THRB
,,,THSD4
,,,THSD4-AS1
,,,THSD7A
,,,THSD7B
,,,TIA1
,,,TIE1
,,,TIFA
,,,TIGD1
,,,TIGD2
,,,TIGD3
,,,TIGD4
,,,TIGD6
,,,TIGD7
,,,TIMD4
,,,TIMELESS
,,,TIMM44
,,,TIMM8A
,,,TIMP1
,,,TIMP3
,,,TINAGL1
,,,TIPARP
,,,TK1
,,,TKTL1
,,,TLDC2
,,,TLE1
,,,TLE3
,,,TLL1
,,,TLL2
,,,TLN1
,,,TLR1
,,,TLR10
,,,TLR2
,,,TLR3
,,,TLR5
,,,TLR7
,,,TLX2
,,,TM4SF1
,,,TM4SF18
,,,TM6SF1
,,,TMBIM1
,,,TMC1
,,,TMC6
,,,TMC8
,,,TMCC2
,,,TMCC3
,,,TMCO4
,,,TMED11P
,,,TMED3
,,,TMEM106A
,,,TMEM119
,,,TMEM123
,,,TMEM125
,,,TMEM132C
,,,TMEM132D
,,,TMEM139
,,,TMEM140
,,,TMEM144
,,,TMEM151A
,,,TMEM154
,,,TMEM156
,,,TMEM163
,,,TMEM164
,,,TMEM165
,,,TMEM171
,,,TMEM176B
,,,TMEM182
,,,TMEM196
,,,TMEM204
,,,TMEM220
,,,TMEM235
,,,TMEM236
,,,TMEM241
,,,TMEM246-AS1
,,,TMEM255A
,,,TMEM255B
,,,TMEM258
,,,TMEM26
,,,TMEM33
,,,TMEM45A
,,,TMEM45B
,,,TMEM51
,,,TMEM63A
,,,TMEM71
,,,TMEM87B
,,,TMEM88B
,,,TMEM98
,,,TMIGD3
,,,TMLHE-AS1
,,,TMPRSS12
,,,TMPRSS5
,,,TMSB10
,,,TMSB4X
,,,TMTC1
,,,TMTC2
,,,TMTC4
,,,TNC
,,,TNFAIP2
,,,TNFAIP3
,,,TNFAIP6
,,,TNFAIP8
,,,TNFRSF10A
,,,TNFRSF10B
,,,TNFRSF10D
,,,TNFRSF11A
,,,TNFRSF11B
,,,TNFRSF13C
,,,TNFRSF19
,,,TNFRSF1A
,,,TNFRSF1B
,,,TNFSF10
,,,TNFSF13B
,,,TNFSF8
,,,TNIP2
,,,TNR
,,,TNS1
,,,TNS2
,,,TNS3
,,,TOB1
,,,TOB2
,,,TONSL
,,,TOX
,,,TOX2
,,,TOX3
,,,TP53
,,,TP53INP1
,,,TP53TG5
,,,TP63
,,,TP73
,,,TPD52L1
,,,TPI1
,,,TPM1
,,,TPM2
,,,TPO
,,,TPPP
,,,TPPP3
,,,TPRG1
,,,TPRN
,,,TPT1
,,,TPTE2
,,,TPTE2P6
,,,TPTEP1
,,,TRABD2B
,,,TRADD
,,,TRAF1
,,,TRAF3IP3
,,,TRAF4
,,,TRDN
,,,TREH
,,,TREM2
,,,TRG-AS1
,,,TRHDE
,,,TRIB1
,,,TRIB2
,,,TRIB3
,,,TRIM21
,,,TRIM22
,,,TRIM28
,,,TRIM38
,,,TRIM47
,,,TRIM5
,,,TRIM56
,,,TRIM59
,,,TRIM62
,,,TRIM69
,,,TRIOBP
,,,TRIP10
,,,TRIP6
,,,TRMO
,,,TRMT1
,,,TRMT10A
,,,TRPC3
,,,TRPC4
,,,TRPC6
,,,TRPM1
,,,TRPM3
,,,TRPM6
,,,TRPS1
,,,TRPV4
,,,TRPV5
,,,TSC22D3
,,,TSC22D4
,,,TSHR
,,,TSHZ2
,,,TSIX
,,,TSN
,,,TSNAX-DISC1
,,,TSPAN12
,,,TSPAN14
,,,TSPAN18
,,,TSPAN8
,,,TSPO
,,,TST
,,,TTC23
,,,TTC23L
,,,TTC29
,,,TTC38
,,,TTC6
,,,TTC7A
,,,TTF1
,,,TTF2
,,,TTLL4
,,,TTLL9
,,,TTN
,,,TTPA
,,,TTTY10
,,,TTTY14
,,,TTYH2
,,,TUBA1A
,,,TUBA1C
,,,TUBB2B
,,,TUBB6
,,,TULP1
,,,TWIST1
,,,TWIST2
,,,TXK
,,,TXLNGY
,,,TXNIP
,,,TXNL4B
,,,TYMP
,,,TYMS
,,,TYMSOS
,,,TYR
,,,TYROBP
,,,TYRP1
,,,U2AF1
,,,UACA
,,,UAP1
,,,UBA52
,,,UBA7
,,,UBASH3B
,,,UBB
,,,UBC
,,,UBE2K
,,,UBE2U
,,,UBL5
,,,UBL7-AS1
,,,UBOX5-AS1
,,,UBP1
,,,UBTD1
,,,UBTF
,,,UBXN1
,,,UCP2
,,,UEVLD
,,,UGP2
,,,UGT8
,,,UHRF1
,,,UNC13C
,,,UNC13D
,,,UNC5D
,,,UNC93B1
,,,UPB1
,,,UQCRB
,,,UQCRBP1
,,,UQCRQ
,,,URM1
,,,USF1
,,,USF2
,,,USH1C
,,,USP12-AS1
,,,USP13
,,,USP39
,,,USP53
,,,USP6NL
,,,USPL1
,,,UST
,,,UTP14A
,,,UTP18
,,,UTRN
,,,UTY
,,,VAMP3
,,,VAMP5
,,,VAMP8
,,,VASH1
,,,VASP
,,,VAV1
,,,VAX1
,,,VAX2
,,,VCAM1
,,,VCAN
,,,VCL
,,,VDR
,,,VEGFA
,,,VEGFC
,,,VENTX
,,,VEZF1
,,,VGF
,,,VGLL3
,,,VIM
,,,VIP
,,,VIPR2
,,,VIT
,,,VPS4B
,,,VPS72
,,,VRK2
,,,VSIG4
,,,VSTM4
,,,VSX1
,,,VSX2
,,,VWA1
,,,VWA2
,,,VWA3B
,,,VWC2
,,,VWC2L
,,,VWF
,,,WARS2
,,,WAS
,,,WDFY4
,,,WDR31
,,,WDR49
,,,WDR64
,,,WDR83
,,,WDR86
,,,WDR88
,,,WEE1
,,,WHRN
,,,WIF1
,,,WIPF1
,,,WIPI1
,,,WLS
,,,WNT2B
,,,WNT5A
,,,WNT5B
,,,WRNIP1
,,,WSCD1
,,,WT1
,,,WWC1
,,,WWTR1
,,,XACT
,,,XAF1
,,,XBP1
,,,XG
,,,XKR4
,,,XPA
,,,XRCC1
,,,XRCC4
,,,XXYLT1-AS2
,,,XYLT1
,,,YAP1
,,,YBX1
,,,YBX3
,,,YEATS4
,,,YES1
,,,YOD1
,,,YWHAE
,,,YWHAZ
,,,YY1
,,,ZBBX
,,,ZBED5
,,,ZBTB1
,,,ZBTB10
,,,ZBTB11
,,,ZBTB12
,,,ZBTB14
,,,ZBTB16
,,,ZBTB17
,,,ZBTB18
,,,ZBTB2
,,,ZBTB20
,,,ZBTB20-AS1
,,,ZBTB20-AS3
,,,ZBTB20-AS4
,,,ZBTB21
,,,ZBTB22
,,,ZBTB24
,,,ZBTB25
,,,ZBTB26
,,,ZBTB3
,,,ZBTB32
,,,ZBTB33
,,,ZBTB34
,,,ZBTB37
,,,ZBTB38
,,,ZBTB39
,,,ZBTB4
,,,ZBTB40
,,,ZBTB41
,,,ZBTB42
,,,ZBTB43
,,,ZBTB44
,,,ZBTB45
,,,ZBTB46
,,,ZBTB47
,,,ZBTB48
,,,ZBTB49
,,,ZBTB5
,,,ZBTB6
,,,ZBTB7A
,,,ZBTB7B
,,,ZBTB7C
,,,ZBTB8A
,,,ZC3H7A
,,,ZC3HAV1
,,,ZCCHC14
,,,ZCCHC17
,,,ZCCHC24
,,,ZCWPW1
,,,ZDHHC15
,,,ZDHHC20
,,,ZDHHC24
,,,ZDHHC5
,,,ZDHHC9
,,,ZEB1
,,,ZEB1-AS1
,,,ZEB2
,,,ZEB2-AS1
,,,ZFAND2A
,,,ZFAND4
,,,ZFAND6
,,,ZFHX2
,,,ZFHX3
,,,ZFHX4-AS1
,,,ZFP1
,,,ZFP14
,,,ZFP2
,,,ZFP28
,,,ZFP3
,,,ZFP30
,,,ZFP36
,,,ZFP36L1
,,,ZFP36L2
,,,ZFP37
,,,ZFP41
,,,ZFP42
,,,ZFP57
,,,ZFP62
,,,ZFP64
,,,ZFP69
,,,ZFP69B
,,,ZFP82
,,,ZFP90
,,,ZFP91-CNTF
,,,ZFP92
,,,ZFPM1
,,,ZFPM2
,,,ZFPM2-AS1
,,,ZFX
,,,ZFY
,,,ZGPAT
,,,ZGRF1
,,,ZHX1
,,,ZHX2
,,,ZHX3
,,,ZIC1
,,,ZIC2
,,,ZIC3
,,,ZIC4
,,,ZIC5
,,,ZIK1
,,,ZIM2
,,,ZIM3
,,,ZKSCAN1
,,,ZKSCAN2
,,,ZKSCAN3
,,,ZKSCAN4
,,,ZKSCAN5
,,,ZKSCAN7
,,,ZKSCAN8
,,,ZMAT2
,,,ZMAT4
,,,ZNF10
,,,ZNF100
,,,ZNF101
,,,ZNF107
,,,ZNF112
,,,ZNF114
,,,ZNF117
,,,ZNF12
,,,ZNF121
,,,ZNF124
,,,ZNF131
,,,ZNF132
,,,ZNF133
,,,ZNF134
,,,ZNF135
,,,ZNF136
,,,ZNF138
,,,ZNF14
,,,ZNF140
,,,ZNF141
,,,ZNF142
,,,ZNF143
,,,ZNF146
,,,ZNF148
,,,ZNF154
,,,ZNF155
,,,ZNF157
,,,ZNF16
,,,ZNF160
,,,ZNF165
,,,ZNF169
,,,ZNF175
,,,ZNF18
,,,ZNF180
,,,ZNF181
,,,ZNF182
,,,ZNF184
,,,ZNF189
,,,ZNF19
,,,ZNF195
,,,ZNF197
,,,ZNF2
,,,ZNF20
,,,ZNF200
,,,ZNF202
,,,ZNF205
,,,ZNF207
,,,ZNF208
,,,ZNF211
,,,ZNF212
,,,ZNF213
,,,ZNF214
,,,ZNF215
,,,ZNF217
,,,ZNF219
,,,ZNF22
,,,ZNF224
,,,ZNF225
,,,ZNF226
,,,ZNF227
,,,ZNF230
,,,ZNF232
,,,ZNF233
,,,ZNF234
,,,ZNF235
,,,ZNF236
,,,ZNF239
,,,ZNF24
,,,ZNF248
,,,ZNF25
,,,ZNF250
,,,ZNF251
,,,ZNF253
,,,ZNF254
,,,ZNF256
,,,ZNF257
,,,ZNF26
,,,ZNF260
,,,ZNF263
,,,ZNF264
,,,ZNF266
,,,ZNF267
,,,ZNF273
,,,ZNF274
,,,ZNF275
,,,ZNF276
,,,ZNF28
,,,ZNF280A
,,,ZNF280B
,,,ZNF280D
,,,ZNF281
,,,ZNF282
,,,ZNF283
,,,ZNF284
,,,ZNF286B
,,,ZNF287
,,,ZNF296
,,,ZNF3
,,,ZNF30
,,,ZNF300
,,,ZNF300P1
,,,ZNF302
,,,ZNF304
,,,ZNF311
,,,ZNF316
,,,ZNF317
,,,ZNF319
,,,ZNF32
,,,ZNF320
,,,ZNF322
,,,ZNF324
,,,ZNF324B
,,,ZNF326
,,,ZNF329
,,,ZNF331
,,,ZNF333
,,,ZNF334
,,,ZNF335
,,,ZNF337
,,,ZNF33A
,,,ZNF33B
,,,ZNF34
,,,ZNF341
,,,ZNF343
,,,ZNF345
,,,ZNF35
,,,ZNF350
,,,ZNF354A
,,,ZNF354B
,,,ZNF354C
,,,ZNF358
,,,ZNF362
,,,ZNF366
,,,ZNF367
,,,ZNF382
,,,ZNF383
,,,ZNF384
,,,ZNF385A
,,,ZNF385B
,,,ZNF385D
,,,ZNF385D-AS2
,,,ZNF391
,,,ZNF394
,,,ZNF396
,,,ZNF397
,,,ZNF398
,,,ZNF404
,,,ZNF407
,,,ZNF408
,,,ZNF41
,,,ZNF410
,,,ZNF414
,,,ZNF415
,,,ZNF416
,,,ZNF418
,,,ZNF420
,,,ZNF423
,,,ZNF425
,,,ZNF426
,,,ZNF429
,,,ZNF43
,,,ZNF430
,,,ZNF431
,,,ZNF432
,,,ZNF433
,,,ZNF436
,,,ZNF438
,,,ZNF439
,,,ZNF44
,,,ZNF440
,,,ZNF441
,,,ZNF442
,,,ZNF444
,,,ZNF445
,,,ZNF449
,,,ZNF45
,,,ZNF451
,,,ZNF454
,,,ZNF460
,,,ZNF461
,,,ZNF462
,,,ZNF467
,,,ZNF470
,,,ZNF471
,,,ZNF479
,,,ZNF48
,,,ZNF480
,,,ZNF483
,,,ZNF484
,,,ZNF485
,,,ZNF486
,,,ZNF487
,,,ZNF488
,,,ZNF490
,,,ZNF491
,,,ZNF492
,,,ZNF493
,,,ZNF496
,,,ZNF500
,,,ZNF501
,,,ZNF502
,,,ZNF507
,,,ZNF510
,,,ZNF513
,,,ZNF514
,,,ZNF516
,,,ZNF517
,,,ZNF518A
,,,ZNF519
,,,ZNF521
,,,ZNF524
,,,ZNF525
,,,ZNF526
,,,ZNF527
,,,ZNF528
,,,ZNF529
,,,ZNF530
,,,ZNF532
,,,ZNF534
,,,ZNF536
,,,ZNF540
,,,ZNF541
,,,ZNF542P
,,,ZNF543
,,,ZNF546
,,,ZNF549
,,,ZNF550
,,,ZNF552
,,,ZNF554
,,,ZNF555
,,,ZNF556
,,,ZNF557
,,,ZNF558
,,,ZNF560
,,,ZNF561
,,,ZNF562
,,,ZNF563
,,,ZNF565
,,,ZNF566
,,,ZNF567
,,,ZNF568
,,,ZNF569
,,,ZNF57
,,,ZNF570
,,,ZNF571
,,,ZNF572
,,,ZNF573
,,,ZNF574
,,,ZNF575
,,,ZNF577
,,,ZNF578
,,,ZNF579
,,,ZNF580
,,,ZNF582
,,,ZNF583
,,,ZNF584
,,,ZNF585B
,,,ZNF586
,,,ZNF587
,,,ZNF589
,,,ZNF592
,,,ZNF594
,,,ZNF595
,,,ZNF596
,,,ZNF597
,,,ZNF598
,,,ZNF599
,,,ZNF600
,,,ZNF606
,,,ZNF607
,,,ZNF610
,,,ZNF611
,,,ZNF613
,,,ZNF614
,,,ZNF615
,,,ZNF616
,,,ZNF618
,,,ZNF620
,,,ZNF621
,,,ZNF622
,,,ZNF623
,,,ZNF624
,,,ZNF627
,,,ZNF628
,,,ZNF629
,,,ZNF630
,,,ZNF639
,,,ZNF641
,,,ZNF644
,,,ZNF646
,,,ZNF648
,,,ZNF649
,,,ZNF652
,,,ZNF654
,,,ZNF658
,,,ZNF658B
,,,ZNF66
,,,ZNF663P
,,,ZNF664
,,,ZNF665
,,,ZNF667
,,,ZNF668
,,,ZNF669
,,,ZNF671
,,,ZNF672
,,,ZNF674
,,,ZNF675
,,,ZNF676
,,,ZNF677
,,,ZNF678
,,,ZNF679
,,,ZNF680
,,,ZNF681
,,,ZNF682
,,,ZNF683
,,,ZNF684
,,,ZNF687
,,,ZNF688
,,,ZNF689
,,,ZNF69
,,,ZNF691
,,,ZNF692
,,,ZNF696
,,,ZNF697
,,,ZNF699
,,,ZNF7
,,,ZNF70
,,,ZNF701
,,,ZNF702P
,,,ZNF704
,,,ZNF705G
,,,ZNF706
,,,ZNF707
,,,ZNF708
,,,ZNF710
,,,ZNF711
,,,ZNF714
,,,ZNF716
,,,ZNF717
,,,ZNF718
,,,ZNF720
,,,ZNF721
,,,ZNF726
,,,ZNF728
,,,ZNF729
,,,ZNF730
,,,ZNF732
,,,ZNF735
,,,ZNF736
,,,ZNF737
,,,ZNF738
,,,ZNF74
,,,ZNF740
,,,ZNF746
,,,ZNF749
,,,ZNF75A
,,,ZNF75D
,,,ZNF76
,,,ZNF761
,,,ZNF763
,,,ZNF764
,,,ZNF765
,,,ZNF766
,,,ZNF768
,,,ZNF77
,,,ZNF770
,,,ZNF771
,,,ZNF773
,,,ZNF774
,,,ZNF775
,,,ZNF776
,,,ZNF777
,,,ZNF778
,,,ZNF780B
,,,ZNF782
,,,ZNF783
,,,ZNF784
,,,ZNF785
,,,ZNF786
,,,ZNF787
,,,ZNF789
,,,ZNF79
,,,ZNF790
,,,ZNF791
,,,ZNF792
,,,ZNF793
,,,ZNF800
,,,ZNF804A
,,,ZNF804B
,,,ZNF805
,,,ZNF806
,,,ZNF808
,,,ZNF81
,,,ZNF813
,,,ZNF814
,,,ZNF821
,,,ZNF823
,,,ZNF826P
,,,ZNF827
,,,ZNF829
,,,ZNF83
,,,ZNF831
,,,ZNF835
,,,ZNF837
,,,ZNF84
,,,ZNF843
,,,ZNF845
,,,ZNF846
,,,ZNF85
,,,ZNF853
,,,ZNF860
,,,ZNF879
,,,ZNF880
,,,ZNF883
,,,ZNF891
,,,ZNF90
,,,ZNF91
,,,ZNF92
,,,ZNF93
,,,ZNF98
,,,ZNF99
,,,ZNRF2
,,,ZNRF3
,,,ZNRF3-AS1
,,,ZPBP
,,,ZRSR2
,,,ZSCAN1
,,,ZSCAN10
,,,ZSCAN12
,,,ZSCAN16
,,,ZSCAN18
,,,ZSCAN2
,,,ZSCAN20
,,,ZSCAN21
,,,ZSCAN22
,,,ZSCAN23
,,,ZSCAN25
,,,ZSCAN26
,,,ZSCAN29
,,,ZSCAN30
,,,ZSCAN31
,,,ZSCAN32
,,,ZSCAN4
,,,ZSCAN5A
,,,ZSCAN9
,,,ZSWIM1
,,,ZXDA
,,,ZXDB
,,,ZXDC
,,,ZZZ3
