_MEMBER_SCZ_imp_1 - 94.0-96.0,_MEMBER_SCZ_imp_1 - 96.0-98.0,_MEMBER_SCZ_imp_1 - 98.0-100.0,_LogP_SCZ_imp_1 - 94.0-96.0,_LogP_SCZ_imp_1 - 96.0-98.0,_LogP_SCZ_imp_1 - 98.0-100.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
0,0,1,0,0,-2.6,GO:1903052,positive regulation of proteolysis involved in protein catabolic process,M001,1,0
1,0,0,-2.1,0,0,R-HSA-109581,Apoptosis,M100,1,0
1,0,0,-2.1,0,0,GO:0099536,synaptic signaling,M100,1,0
1,0,0,-2.1,0,0,GO:2000316,regulation of T-helper 17 type immune response,M100,1,0
0,0,1,0,0,-2.7,GO:0018107,peptidyl-threonine phosphorylation,M001,1,0
0,0,1,0,0,-3.2,GO:0098868,bone growth,M001,1,0
0,1,0,0,-2.9,0,GO:0050868,negative regulation of T cell activation,M010,1,0
1,0,0,-2.2,0,0,WP1471,Target of rapamycin signaling,M100,1,0
0,1,0,0,-2.3,0,GO:0043068,positive regulation of programmed cell death,M010,1,0
0,1,0,0,-3.5,0,GO:0032722,positive regulation of chemokine production,M010,1,0
0,0,1,0,0,-2.1,WP69,T cell receptor signaling pathway,M001,1,0
1,0,0,-2.5,0,0,GO:0040011,locomotion,M100,1,0
1,0,0,-2.1,0,0,GO:0060350,endochondral bone morphogenesis,M100,1,0
0,1,0,0,-2.4,0,R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,M010,1,0
0,0,1,0,0,-3,M186,PID PDGFRB PATHWAY,M001,1,0
0,0,1,0,0,-2.7,GO:1903944,negative regulation of hepatocyte apoptotic process,M001,1,0
0,1,0,0,-2.3,0,hsa05145,Toxoplasmosis,M010,1,0
1,0,0,-4.5,0,0,R-HSA-198725,Nuclear Events (kinase and transcription factor activation),M100,1,0
0,0,1,0,0,-2,M257,PID EPHRINB REV PATHWAY,M001,1,0
0,0,1,0,0,-2.9,WP5373,Osteoarthritic chondrocyte hypertrophy,M001,1,0
0,0,1,0,0,-2.4,R-HSA-2871796,FCERI mediated MAPK activation,M001,1,0
1,0,0,-2.3,0,0,GO:0002067,glandular epithelial cell differentiation,M100,1,0
0,1,0,0,-2.3,0,GO:0021537,telencephalon development,M010,1,0
1,0,0,-2.7,0,0,GO:1902532,negative regulation of intracellular signal transduction,M100,1,0
0,0,1,0,0,-2.2,GO:0060485,mesenchyme development,M001,1,0
0,1,0,0,-2.5,0,GO:0032642,regulation of chemokine production,M010,1,0
0,0,1,0,0,-3.7,hsa05170,Human immunodeficiency virus 1 infection,M001,1,0
0,0,1,0,0,-2.3,GO:0055010,ventricular cardiac muscle tissue morphogenesis,M001,1,0
1,0,0,-2.1,0,0,GO:0001649,osteoblast differentiation,M100,1,0
1,0,0,-2,0,0,GO:0097120,receptor localization to synapse,M100,1,0
0,1,0,0,-2.3,0,GO:0003272,endocardial cushion formation,M010,1,0
1,0,0,-2,0,0,GO:0048167,regulation of synaptic plasticity,M100,1,0
0,1,0,0,-3.7,0,GO:0001819,positive regulation of cytokine production,M010,1,0
0,0,1,0,0,-3.1,GO:0003093,regulation of glomerular filtration,M001,1,0
1,0,0,-2.7,0,0,GO:0051414,response to cortisol,M100,1,0
0,0,1,0,0,-2.3,GO:0051147,regulation of muscle cell differentiation,M001,1,0
1,0,0,-2.3,0,0,GO:0099537,trans-synaptic signaling,M100,1,0
0,1,0,0,-2,0,GO:0007163,establishment or maintenance of cell polarity,M010,1,0
1,0,0,-2,0,0,GO:0045654,positive regulation of megakaryocyte differentiation,M100,1,0
0,0,1,0,0,-2,GO:0031344,regulation of cell projection organization,M001,1,0
0,0,1,0,0,-2,hsa04668,TNF signaling pathway,M001,1,0
0,0,1,0,0,-2.2,GO:1902105,regulation of leukocyte differentiation,M001,1,0
0,1,0,0,-2.8,0,GO:0050863,regulation of T cell activation,M010,1,0
0,1,0,0,-4.3,0,WP2858,Ectoderm differentiation,M010,1,0
1,0,0,-2.4,0,0,R-HSA-9009391,Extra-nuclear estrogen signaling,M100,1,0
0,1,0,0,-2.2,0,GO:0060441,epithelial tube branching involved in lung morphogenesis,M010,1,0
0,0,1,0,0,-2.2,GO:0090103,cochlea morphogenesis,M001,1,0
0,1,0,0,-4.5,0,R-HSA-381676,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,M010,1,0
0,0,1,0,0,-4.4,GO:0050852,T cell receptor signaling pathway,M001,1,0
0,1,0,0,-2,0,GO:0002758,innate immune response-activating signaling pathway,M010,1,0
1,0,0,-2,0,0,R-HSA-6803211,TP53 Regulates Transcription of Death Receptors and Ligands,M100,1,0
1,0,0,-2,0,0,R-HSA-2892247,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",M100,1,0
1,0,0,-2,0,0,GO:0045103,intermediate filament-based process,M100,1,0
0,0,1,0,0,-2.7,R-HSA-8877330,RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs),M001,1,0
1,0,0,-2.9,0,0,WP4963,p53 transcriptional gene network,M100,1,0
1,0,0,-4.4,0,0,GO:0001894,tissue homeostasis,M100,1,0
0,0,1,0,0,-3.3,M141,PID PI3KCI PATHWAY,M001,1,0
1,0,0,-2.2,0,0,GO:0030850,prostate gland development,M100,1,0
1,0,0,-2.2,0,0,GO:0044706,multi-multicellular organism process,M100,1,0
1,0,0,-2,0,0,GO:0002688,regulation of leukocyte chemotaxis,M100,1,0
1,0,0,-2.2,0,0,hsa00565,Ether lipid metabolism,M100,1,0
0,0,1,0,0,-2.4,R-HSA-164952,The role of Nef in HIV-1 replication and disease pathogenesis,M001,1,0
1,0,0,-2,0,0,GO:0021889,olfactory bulb interneuron differentiation,M100,1,0
0,1,0,0,-2.3,0,GO:0071345,cellular response to cytokine stimulus,M010,1,0
0,0,1,0,0,-2.7,M175,PID ERBB2 ERBB3 PATHWAY,M001,1,0
0,0,1,0,0,-2.6,R-HSA-448424,Interleukin-17 signaling,M001,1,0
0,0,1,0,0,-2.5,GO:0030852,regulation of granulocyte differentiation,M001,1,0
1,0,0,-2.6,0,0,GO:1902894,negative regulation of miRNA transcription,M100,1,0
0,1,0,0,-2.6,0,GO:0002687,positive regulation of leukocyte migration,M010,1,0
0,0,1,0,0,-2.5,GO:0060351,cartilage development involved in endochondral bone morphogenesis,M001,1,0
0,1,0,0,-2.2,0,GO:0007599,hemostasis,M010,1,0
1,0,0,-2.4,0,0,GO:0032793,positive regulation of CREB transcription factor activity,M100,1,0
0,0,1,0,0,-3.5,GO:0031348,negative regulation of defense response,M001,1,0
1,0,0,-3.8,0,0,GO:0048545,response to steroid hormone,M100,1,0
0,1,0,0,-2.5,0,R-HSA-451326,Activation of kainate receptors upon glutamate binding,M010,1,0
0,0,1,0,0,-2.2,GO:0018210,peptidyl-threonine modification,M001,1,0
0,1,0,0,-3.1,0,R-HSA-111885,Opioid Signalling,M010,1,0
1,0,0,-3.6,0,0,GO:2000147,positive regulation of cell motility,M100,1,0
0,1,0,0,-2.4,0,GO:0033625,positive regulation of integrin activation,M010,1,0
0,0,1,0,0,-3.1,R-HSA-450341,Activation of the AP-1 family of transcription factors,M001,1,0
0,1,0,0,-2.6,0,GO:0030900,forebrain development,M010,1,0
1,0,0,-2.7,0,0,hsa04550,Signaling pathways regulating pluripotency of stem cells,M100,1,0
1,0,0,-2,0,0,R-HSA-844456,The NLRP3 inflammasome,M100,1,0
0,1,0,0,-3,0,GO:0007162,negative regulation of cell adhesion,M010,1,0
0,1,0,0,-2.2,0,GO:0042110,T cell activation,M010,1,0
1,0,0,-3.2,0,0,GO:0035019,somatic stem cell population maintenance,M100,1,0
0,0,1,0,0,-3.5,WP3937,Microglia pathogen phagocytosis pathway,M001,1,0
0,1,0,0,-3.1,0,GO:0051350,negative regulation of lyase activity,M010,1,0
1,0,0,-3.5,0,0,WP5090,Complement system in neuronal development and plasticity,M100,1,0
0,1,0,0,-2.4,0,GO:0035589,G protein-coupled purinergic nucleotide receptor signaling pathway,M010,1,0
0,1,0,0,-2.4,0,GO:0008283,cell population proliferation,M010,1,0
0,0,1,0,0,-2.2,GO:0098801,regulation of renal system process,M001,1,0
1,0,0,-2.7,0,0,GO:0060479,lung cell differentiation,M100,1,0
0,0,1,0,0,-3.5,R-HSA-9680350,Signaling by CSF1 (M-CSF) in myeloid cells,M001,1,0
0,0,1,0,0,-2.2,GO:0051282,regulation of sequestering of calcium ion,M001,1,0
1,0,0,-2.2,0,0,GO:0071396,cellular response to lipid,M100,1,0
0,1,0,0,-2.2,0,GO:0007494,midgut development,M010,1,0
0,0,1,0,0,-4.8,GO:0050851,antigen receptor-mediated signaling pathway,M001,1,0
0,1,0,0,-2.6,0,GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,M010,1,0
1,0,0,-2.4,0,0,GO:0002042,cell migration involved in sprouting angiogenesis,M100,1,0
0,1,0,0,-3.1,0,GO:0071277,cellular response to calcium ion,M010,1,0
0,1,0,0,-3.1,0,R-HSA-877300,Interferon gamma signaling,M010,1,0
1,0,0,-2,0,0,GO:0046475,glycerophospholipid catabolic process,M100,1,0
0,1,0,0,-2.5,0,R-HSA-112043,PLC beta mediated events,M010,1,0
0,1,0,0,-2,0,GO:0055078,sodium ion homeostasis,M010,1,0
0,0,1,0,0,-2.4,WP3945,TYROBP causal network in microglia,M001,1,0
0,1,0,0,-2.4,0,GO:0036151,phosphatidylcholine acyl-chain remodeling,M010,1,0
0,1,0,0,-2,0,GO:0036037,"CD8-positive, alpha-beta T cell activation",M010,1,0
0,0,1,0,0,-2.4,GO:0003413,chondrocyte differentiation involved in endochondral bone morphogenesis,M001,1,0
0,1,0,0,-2,0,WP4337,ncRNAs involved in STAT3 signaling in hepatocellular carcinoma,M010,1,0
0,0,1,0,0,-3,GO:0003013,circulatory system process,M001,1,0
1,0,0,-2.2,0,0,GO:0001711,endodermal cell fate commitment,M100,1,0
0,1,0,0,-2,0,R-HSA-913531,Interferon Signaling,M010,1,0
0,0,1,0,0,-2.1,WP2884,NRF2 pathway,M001,1,0
0,0,1,0,0,-4.5,R-HSA-912631,Regulation of signaling by CBL,M001,1,0
0,0,1,0,0,-2.1,GO:0001934,positive regulation of protein phosphorylation,M001,1,0
0,0,1,0,0,-3.4,GO:1903053,regulation of extracellular matrix organization,M001,1,0
0,0,1,0,0,-2.5,WP4971,Phosphoinositides metabolism,M001,1,0
1,0,0,-2.2,0,0,WP170,Nuclear receptors,M100,1,0
0,1,0,0,-2.5,0,GO:0044089,positive regulation of cellular component biogenesis,M010,1,0
1,0,0,-4.9,0,0,R-HSA-383280,Nuclear Receptor transcription pathway,M100,1,0
1,0,0,-2.9,0,0,GO:0071260,cellular response to mechanical stimulus,M100,1,0
0,0,1,0,0,-2.3,hsa05161,Hepatitis B,M001,1,0
0,0,1,0,0,-3,GO:0048706,embryonic skeletal system development,M001,1,0
0,1,0,0,-2.3,0,GO:1901654,response to ketone,M010,1,0
1,0,0,-3.1,0,0,GO:0048469,cell maturation,M100,1,0
0,1,0,0,-2.7,0,GO:0043112,receptor metabolic process,M010,1,0
1,0,0,-3.9,0,0,GO:0098727,maintenance of cell number,M100,1,0
0,0,1,0,0,-4.1,M8626,SIG BCR SIGNALING PATHWAY,M001,1,0
0,0,1,0,0,-2.3,hsa04660,T cell receptor signaling pathway,M001,1,0
0,0,1,0,0,-3.3,R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,M001,1,0
0,1,0,0,-4.8,0,WP5434,Pathways in cancer,M010,1,0
1,0,0,-2,0,0,GO:0046634,regulation of alpha-beta T cell activation,M100,1,0
0,1,0,0,-2.9,0,R-HSA-418346,Platelet homeostasis,M010,1,0
0,1,0,0,-2.5,0,GO:0043370,"regulation of CD4-positive, alpha-beta T cell differentiation",M010,1,0
0,1,0,0,-2.7,0,R-HSA-1482788,Acyl chain remodelling of PC,M010,1,0
0,1,0,0,-2.1,0,GO:0072189,ureter development,M010,1,0
0,1,0,0,-2.4,0,GO:1900273,positive regulation of long-term synaptic potentiation,M010,1,0
0,1,0,0,-2.3,0,GO:0043065,positive regulation of apoptotic process,M010,1,0
1,0,0,-2.4,0,0,R-HSA-166658,Complement cascade,M100,1,0
1,0,0,-2,0,0,GO:0007406,negative regulation of neuroblast proliferation,M100,1,0
1,0,0,-2,0,0,GO:1990845,adaptive thermogenesis,M100,1,0
1,0,0,-2.2,0,0,R-HSA-4090294,SUMOylation of intracellular receptors,M100,1,0
0,0,1,0,0,-2.3,GO:0060993,kidney morphogenesis,M001,1,0
0,0,1,0,0,-2.7,GO:0001977,renal system process involved in regulation of blood volume,M001,1,0
0,0,1,0,0,-2,GO:0071599,otic vesicle development,M001,1,0
1,0,0,-2.3,0,0,GO:0120039,plasma membrane bounded cell projection morphogenesis,M100,1,0
0,0,1,0,0,-2.8,GO:0045665,negative regulation of neuron differentiation,M001,1,0
0,0,1,0,0,-2.3,GO:0050728,negative regulation of inflammatory response,M001,1,0
0,0,1,0,0,-2.7,CORUM:725,P2X7 receptor signalling complex,M001,1,0
0,0,1,0,0,-2.7,GO:0097529,myeloid leukocyte migration,M001,1,0
0,0,1,0,0,-2.4,GO:0048752,semicircular canal morphogenesis,M001,1,0
0,0,1,0,0,-2.9,GO:0002062,chondrocyte differentiation,M001,1,0
0,1,0,0,-2,0,hsa04918,Thyroid hormone synthesis,M010,1,0
0,0,1,0,0,-2.5,GO:0060395,SMAD protein signal transduction,M001,1,0
0,0,1,0,0,-2.4,GO:0007213,G protein-coupled acetylcholine receptor signaling pathway,M001,1,0
0,1,0,0,-5.3,0,hsa04724,Glutamatergic synapse,M010,1,0
0,0,1,0,0,-3,hsa04915,Estrogen signaling pathway,M001,1,0
0,0,1,0,0,-2.7,GO:1903943,regulation of hepatocyte apoptotic process,M001,1,0
1,0,0,-2.6,0,0,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,M100,1,0
0,1,0,0,-2.8,0,R-HSA-422356,Regulation of insulin secretion,M010,1,0
0,0,1,0,0,-2,M124,PID CXCR4 PATHWAY,M001,1,0
1,0,0,-2.2,0,0,GO:0007204,positive regulation of cytosolic calcium ion concentration,M100,1,0
1,0,0,-4.5,0,0,R-HSA-187037,Signaling by NTRK1 (TRKA),M100,1,0
0,1,0,0,-2.2,0,GO:0097553,calcium ion transmembrane import into cytosol,M010,1,0
0,0,1,0,0,-3.4,GO:0002757,immune response-activating signaling pathway,M001,1,0
0,1,0,0,-4.1,0,GO:0008285,negative regulation of cell population proliferation,M010,1,0
1,0,0,-4,0,0,R-HSA-166520,Signaling by NTRKs,M100,1,0
0,0,1,0,0,-2.7,GO:1902107,positive regulation of leukocyte differentiation,M001,1,0
0,1,0,0,-2.5,0,GO:0030168,platelet activation,M010,1,0
1,0,0,-2.7,0,0,GO:0021800,cerebral cortex tangential migration,M100,1,0
1,0,0,-3.1,0,0,GO:0014805,smooth muscle adaptation,M100,1,0
0,0,1,0,0,-3.1,GO:1901699,cellular response to nitrogen compound,M001,1,0
1,0,0,-2.4,0,0,GO:0070100,negative regulation of chemokine-mediated signaling pathway,M100,1,0
1,0,0,-3.9,0,0,GO:0051384,response to glucocorticoid,M100,1,0
1,0,0,-2.2,0,0,R-HSA-448706,Interleukin-1 processing,M100,1,0
1,0,0,-2.7,0,0,WP5148,Complement mediated inflammation of pulmonary alveolus in COVID 19 hypothetical pathway,M100,1,0
0,1,0,0,-2.7,0,GO:0051249,regulation of lymphocyte activation,M010,1,0
0,1,0,0,-2.2,0,R-HSA-9679506,SARS-CoV Infections,M010,1,0
0,1,0,0,-2.1,0,GO:0031018,endocrine pancreas development,M010,1,0
0,1,0,0,-2.3,0,GO:0019935,cyclic-nucleotide-mediated signaling,M010,1,0
0,0,1,0,0,-2.4,GO:0017121,plasma membrane phospholipid scrambling,M001,1,0
1,0,0,-2.7,0,0,GO:0046849,bone remodeling,M100,1,0
0,1,0,0,-2,0,GO:0002381,immunoglobulin production involved in immunoglobulin-mediated immune response,M010,1,0
0,0,1,0,0,-3,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,M001,1,0
0,0,1,0,0,-2.4,GO:1901099,negative regulation of signal transduction in absence of ligand,M001,1,0
0,0,1,0,0,-2.6,M33,PID GLYPICAN 1PATHWAY,M001,1,0
0,0,1,0,0,-2.2,R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,M001,1,0
0,0,1,0,0,-2.5,GO:0002862,negative regulation of inflammatory response to antigenic stimulus,M001,1,0
0,1,0,0,-2.2,0,GO:0032755,positive regulation of interleukin-6 production,M010,1,0
0,0,1,0,0,-2,GO:0002833,positive regulation of response to biotic stimulus,M001,1,0
0,1,0,0,-2.1,0,GO:0032675,regulation of interleukin-6 production,M010,1,0
1,0,0,-2.1,0,0,GO:0001503,ossification,M100,1,0
0,0,1,0,0,-2.1,hsa04664,Fc epsilon RI signaling pathway,M001,1,0
0,0,1,0,0,-3.1,GO:0045639,positive regulation of myeloid cell differentiation,M001,1,0
0,1,0,0,-2.5,0,GO:0090407,organophosphate biosynthetic process,M010,1,0
0,0,1,0,0,-2.5,GO:0045661,regulation of myoblast differentiation,M001,1,0
0,1,0,0,-2.9,0,hsa04916,Melanogenesis,M010,1,0
1,0,0,-2.2,0,0,GO:0061458,reproductive system development,M100,1,0
0,1,0,0,-3.3,0,GO:0032735,positive regulation of interleukin-12 production,M010,1,0
0,1,0,0,-2.2,0,R-HSA-392170,ADP signalling through P2Y purinoceptor 12,M010,1,0
0,1,0,0,-2.3,0,GO:0019221,cytokine-mediated signaling pathway,M010,1,0
0,1,0,0,-2.6,0,R-HSA-195721,Signaling by WNT,M010,1,0
1,0,0,-2.5,0,0,GO:0009725,response to hormone,M100,1,0
0,0,1,0,0,-2.8,GO:0035239,tube morphogenesis,M001,1,0
0,1,0,0,-3.1,0,GO:0031280,negative regulation of cyclase activity,M010,1,0
0,1,0,0,-2,0,GO:0021987,cerebral cortex development,M010,1,0
0,1,0,0,-2,0,GO:0046631,alpha-beta T cell activation,M010,1,0
0,0,1,0,0,-2.2,GO:0071407,cellular response to organic cyclic compound,M001,1,0
0,0,1,0,0,-2.2,WP4585,Cancer immunotherapy by PD 1 blockade,M001,1,0
1,0,0,-2.4,0,0,GO:0010631,epithelial cell migration,M100,1,0
0,1,0,0,-3,0,GO:0021871,forebrain regionalization,M010,1,0
0,1,0,0,-2,0,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,M010,1,0
1,0,0,-2.4,0,0,GO:0060509,type I pneumocyte differentiation,M100,1,0
0,0,1,0,0,-3.7,GO:0001501,skeletal system development,M001,1,0
0,0,1,0,0,-4.6,hsa05142,Chagas disease,M001,1,0
0,0,1,0,0,-2.1,GO:2000516,"positive regulation of CD4-positive, alpha-beta T cell activation",M001,1,0
0,1,0,0,-2.5,0,WP2849,Hematopoietic stem cell differentiation,M010,1,0
0,1,0,0,-2.2,0,R-HSA-5576891,Cardiac conduction,M010,1,0
0,1,0,0,-2.7,0,GO:0035590,purinergic nucleotide receptor signaling pathway,M010,1,0
0,1,0,0,-2.9,0,hsa04713,Circadian entrainment,M010,1,0
0,0,1,0,0,-2.1,GO:1903050,regulation of proteolysis involved in protein catabolic process,M001,1,0
0,0,1,0,0,-3.4,GO:0003416,endochondral bone growth,M001,1,0
0,1,0,0,-2.5,0,R-HSA-392518,Signal amplification,M010,1,0
1,0,0,-2.1,0,0,M162,PID RXR VDR PATHWAY,M100,1,0
1,0,0,-2,0,0,R-HSA-6805567,Keratinization,M100,1,0
0,0,1,0,0,-2.9,GO:0061448,connective tissue development,M001,1,0
1,0,0,-2.4,0,0,GO:0030316,osteoclast differentiation,M100,1,0
0,1,0,0,-2,0,GO:0001829,trophectodermal cell differentiation,M010,1,0
1,0,0,-2.2,0,0,GO:0022602,ovulation cycle process,M100,1,0
0,0,1,0,0,-2.2,GO:0030889,negative regulation of B cell proliferation,M001,1,0
0,0,1,0,0,-2,GO:0060872,semicircular canal development,M001,1,0
1,0,0,-2.1,0,0,GO:0071248,cellular response to metal ion,M100,1,0
1,0,0,-3.1,0,0,GO:0045109,intermediate filament organization,M100,1,0
0,1,0,0,-2.6,0,R-HSA-5578775,Ion homeostasis,M010,1,0
0,1,0,0,-2.4,0,R-HSA-445717,Aquaporin-mediated transport,M010,1,0
0,0,1,0,0,-2.2,GO:0095500,acetylcholine receptor signaling pathway,M001,1,0
0,0,1,0,0,-2,GO:2001054,negative regulation of mesenchymal cell apoptotic process,M001,1,0
1,0,0,-2.4,0,0,GO:0060020,Bergmann glial cell differentiation,M100,1,0
0,0,1,0,0,-2,GO:0002218,activation of innate immune response,M001,1,0
0,1,0,0,-3.4,0,hsa04371,Apelin signaling pathway,M010,1,0
1,0,0,-3.4,0,0,GO:0009612,response to mechanical stimulus,M100,1,0
0,0,1,0,0,-2,GO:0050777,negative regulation of immune response,M001,1,0
1,0,0,-4.1,0,0,GO:0019827,stem cell population maintenance,M100,1,0
0,1,0,0,-2.2,0,R-HSA-991365,Activation of GABAB receptors,M010,1,0
0,0,1,0,0,-2.4,R-HSA-983705,Signaling by the B Cell Receptor (BCR),M001,1,0
1,0,0,-3,0,0,R-HSA-5218859,Regulated Necrosis,M100,1,0
0,1,0,0,-2.3,0,GO:0045165,cell fate commitment,M010,1,0
0,1,0,0,-2.5,0,GO:0051056,regulation of small GTPase mediated signal transduction,M010,1,0
0,0,1,0,0,-2.1,GO:0061061,muscle structure development,M001,1,0
1,0,0,-2.1,0,0,WP5426,HDAC6 interactions in the central nervous system,M100,1,0
0,1,0,0,-2.1,0,GO:0032760,positive regulation of tumor necrosis factor production,M010,1,0
1,0,0,-2.1,0,0,GO:0001708,cell fate specification,M100,1,0
1,0,0,-3.6,0,0,R-HSA-5357801,Programmed Cell Death,M100,1,0
1,0,0,-2.1,0,0,GO:0031175,neuron projection development,M100,1,0
1,0,0,-2.5,0,0,GO:0048872,homeostasis of number of cells,M100,1,0
1,0,0,-2.8,0,0,R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",M100,1,0
0,1,0,0,-3.1,0,GO:0007194,negative regulation of adenylate cyclase activity,M010,1,0
0,1,0,0,-2.3,0,R-HSA-4086398,Ca2+ pathway,M010,1,0
0,0,1,0,0,-2.2,R-HSA-9006927,Signaling by Non-Receptor Tyrosine Kinases,M001,1,0
0,1,0,0,-2.5,0,GO:0030217,T cell differentiation,M010,1,0
0,0,1,0,0,-2.2,R-HSA-8848021,Signaling by PTK6,M001,1,0
0,0,1,0,0,-2.9,GO:0002763,positive regulation of myeloid leukocyte differentiation,M001,1,0
0,0,1,0,0,-2.5,GO:0001701,in utero embryonic development,M001,1,0
0,1,0,0,-2,0,GO:0044794,positive regulation by host of viral process,M010,1,0
0,0,1,0,0,-5,WP286,IL 3 signaling pathway,M001,1,0
1,0,0,-2.7,0,0,GO:0048873,homeostasis of number of cells within a tissue,M100,1,0
0,1,0,0,-2.2,0,GO:0032728,positive regulation of interferon-beta production,M010,1,0
0,1,0,0,-2.2,0,R-HSA-8964616,G beta:gamma signalling through CDC42,M010,1,0
1,0,0,-2.4,0,0,WP5420,ADHD and autism ASD linked metabolic pathways and SNP,M100,1,0
1,0,0,-2.5,0,0,R-HSA-622312,Inflammasomes,M100,1,0
1,0,0,-3.8,0,0,GO:0040017,positive regulation of locomotion,M100,1,0
0,0,1,0,0,-2.1,GO:0050900,leukocyte migration,M001,1,0
1,0,0,-4.4,0,0,GO:0060249,anatomical structure homeostasis,M100,1,0
0,1,0,0,-2.1,0,GO:0043010,camera-type eye development,M010,1,0
0,1,0,0,-2.3,0,hsa04725,Cholinergic synapse,M010,1,0
1,0,0,-2.3,0,0,GO:0034330,cell junction organization,M100,1,0
0,1,0,0,-2.5,0,GO:0003197,endocardial cushion development,M010,1,0
1,0,0,-2,0,0,R-HSA-6809371,Formation of the cornified envelope,M100,1,0
0,1,0,0,-3.2,0,GO:0048592,eye morphogenesis,M010,1,0
1,0,0,-2.7,0,0,WP2840,Hair follicle development cytodifferentiation part 3 of 3,M100,1,0
0,1,0,0,-2.4,0,R-HSA-210991,Basigin interactions,M010,1,0
0,1,0,0,-2.4,0,R-HSA-1489509,DAG and IP3 signaling,M010,1,0
0,1,0,0,-2,0,R-HSA-500657,Presynaptic function of Kainate receptors,M010,1,0
1,0,0,-3.1,0,0,WP3527,Pre implantation embryo,M100,1,0
0,0,1,0,0,-2.9,GO:0010232,vascular transport,M001,1,0
0,1,0,0,-3,0,hsa04611,Platelet activation,M010,1,0
0,1,0,0,-2.4,0,GO:0050803,regulation of synapse structure or activity,M010,1,0
1,0,0,-2,0,0,GO:0045104,intermediate filament cytoskeleton organization,M100,1,0
0,1,0,0,-2.2,0,GO:0048598,embryonic morphogenesis,M010,1,0
0,0,1,0,0,-2.5,M272,PID CD8 TCR DOWNSTREAM PATHWAY,M001,1,0
0,0,1,0,0,-3.5,hsa04662,B cell receptor signaling pathway,M001,1,0
0,0,1,0,0,-3.2,M17200,SA B CELL RECEPTOR COMPLEXES,M001,1,0
0,0,1,0,0,-2.2,GO:0010720,positive regulation of cell development,M001,1,0
0,1,0,0,-2.4,0,R-HSA-397795,G-protein beta:gamma signalling,M010,1,0
0,0,1,0,0,-2.6,hsa05031,Amphetamine addiction,M001,1,0
1,0,0,-2.4,0,0,GO:0006937,regulation of muscle contraction,M100,1,0
0,1,0,0,-2.4,0,M5493,WNT SIGNALING,M010,1,0
0,0,1,0,0,-2,WP3851,TLR4 signaling and tolerance,M001,1,0
0,0,1,0,0,-2,WP75,Toll like receptor signaling pathway,M001,1,0
1,0,0,-2.3,0,0,GO:0090130,tissue migration,M100,1,0
0,1,0,0,-2.9,0,GO:0002224,toll-like receptor signaling pathway,M010,1,0
0,1,0,0,-2.4,0,GO:0050807,regulation of synapse organization,M010,1,0
0,0,1,0,0,-2.4,GO:0048514,blood vessel morphogenesis,M001,1,0
