_MEMBER_att_D_AD_1 - 0.9-1.1,_MEMBER_att_D_AD_1 - 4.5-5.5,_MEMBER_att_D_AD_1 - 9.0-11.0,_LogP_att_D_AD_1 - 0.9-1.1,_LogP_att_D_AD_1 - 4.5-5.5,_LogP_att_D_AD_1 - 9.0-11.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,0,0,-3.9,0,0,M175,PID ERBB2 ERBB3 PATHWAY,M100,1,0
1,0,0,-4.4,0,0,R-HSA-2871796,FCERI mediated MAPK activation,M100,1,0
1,0,0,-2.3,0,0,GO:0045773,positive regulation of axon extension,M100,1,0
1,0,0,-2.2,0,0,GO:0021537,telencephalon development,M100,1,0
1,0,0,-2.9,0,0,hsa04390,Hippo signaling pathway,M100,1,0
1,0,0,-2.2,0,0,GO:0002833,positive regulation of response to biotic stimulus,M100,1,0
1,0,0,-2.3,0,0,R-HSA-74158,RNA Polymerase III Transcription,M100,1,0
1,0,0,-3.6,0,0,GO:0010662,regulation of striated muscle cell apoptotic process,M100,1,0
1,0,0,-2.5,0,0,GO:0051250,negative regulation of lymphocyte activation,M100,1,0
1,0,0,-2.3,0,0,M71,PID ILK PATHWAY,M100,1,0
1,0,0,-2.4,0,0,R-HSA-9824443,Parasitic Infection Pathways,M100,1,0
1,0,0,-2.4,0,0,WP3630,NAD metabolism sirtuins and aging,M100,1,0
1,0,0,-2.3,0,0,GO:0014896,muscle hypertrophy,M100,1,0
0,1,0,0,-2.9,0,WP4830,GDNF RET signaling axis,M010,1,0
1,0,0,-2.6,0,0,R-HSA-1839117,Signaling by cytosolic FGFR1 fusion mutants,M100,1,0
1,0,0,-3.4,0,0,GO:0010464,regulation of mesenchymal cell proliferation,M100,1,0
1,0,0,-4.2,0,0,hsa04666,Fc gamma R-mediated phagocytosis,M100,1,0
1,0,0,-3,0,0,GO:0048617,embryonic foregut morphogenesis,M100,1,0
1,0,0,-4,0,0,R-HSA-168176,Toll Like Receptor 5 (TLR5) Cascade,M100,1,0
1,0,0,-2.3,0,0,GO:0010665,regulation of cardiac muscle cell apoptotic process,M100,1,0
1,0,0,-2.1,0,0,GO:0097152,mesenchymal cell apoptotic process,M100,1,0
1,0,0,-2.4,0,0,GO:1904672,regulation of somatic stem cell population maintenance,M100,1,0
1,0,0,-6,0,0,GO:0009755,hormone-mediated signaling pathway,M100,1,0
0,1,0,0,-2.2,0,GO:0060840,artery development,M010,1,0
1,0,0,-2.1,0,0,R-HSA-9671555,Signaling by PDGFR in disease,M100,1,0
1,0,0,-2.1,0,0,GO:0060669,embryonic placenta morphogenesis,M100,1,0
1,0,0,-2.4,0,0,hsa04622,RIG-I-like receptor signaling pathway,M100,1,0
1,0,0,-5.4,0,0,WP2526,PDGF pathway,M100,1,0
1,0,0,-2.2,0,0,GO:0001764,neuron migration,M100,1,0
1,0,0,-3.5,0,0,hsa05226,Gastric cancer,M100,1,0
1,0,0,-2.1,0,0,GO:0034139,regulation of toll-like receptor 3 signaling pathway,M100,1,0
1,0,0,-3.2,0,0,GO:0045686,negative regulation of glial cell differentiation,M100,1,0
1,0,0,-2.3,0,0,GO:0021872,forebrain generation of neurons,M100,1,0
1,0,0,-2.5,0,0,GO:0021546,rhombomere development,M100,1,0
0,1,0,0,-2.6,0,GO:0050870,positive regulation of T cell activation,M010,1,0
1,0,0,-2.6,0,0,WP49,IL 2 signaling pathway,M100,1,0
1,0,0,-3.4,0,0,WP1992,Genes targeted by miRNAs in adipocytes,M100,1,0
1,0,0,-2.9,0,0,GO:0048483,autonomic nervous system development,M100,1,0
1,0,0,-6.7,0,0,GO:0010001,glial cell differentiation,M100,1,0
1,0,0,-2.2,0,0,GO:0033077,T cell differentiation in thymus,M100,1,0
0,1,0,0,-4,0,GO:0048332,mesoderm morphogenesis,M010,1,0
0,1,0,0,-2.2,0,WP4331,Neovascularisation processes,M010,1,0
1,0,0,-2.2,0,0,R-HSA-5607764,CLEC7A (Dectin-1) signaling,M100,1,0
1,0,0,-3.8,0,0,WP1991,SRF and miRs in smooth muscle differentiation and proliferation,M100,1,0
1,0,0,-2.1,0,0,GO:0035265,organ growth,M100,1,0
0,1,0,0,-3,0,GO:0035162,embryonic hemopoiesis,M010,1,0
1,0,0,-2.2,0,0,GO:0050768,negative regulation of neurogenesis,M100,1,0
1,0,0,-2.5,0,0,GO:0007272,ensheathment of neurons,M100,1,0
0,1,0,0,-2.7,0,GO:0007565,female pregnancy,M010,1,0
1,0,0,-2.6,0,0,WP5316,Primary ovarian insufficiency,M100,1,0
1,0,0,-3.4,0,0,M32,PID HDAC CLASSIII PATHWAY,M100,1,0
1,0,0,-4,0,0,WP2263,Androgen receptor network in prostate cancer,M100,1,0
1,0,0,-3,0,0,R-HSA-381771,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",M100,1,0
1,0,0,-2.4,0,0,WP4136,Fibrin complement receptor 3 signaling pathway,M100,1,0
1,0,0,-5.8,0,0,hsa04550,Signaling pathways regulating pluripotency of stem cells,M100,1,0
1,0,0,-3.2,0,0,GO:0050778,positive regulation of immune response,M100,1,0
1,0,0,-2.1,0,0,R-HSA-9006925,Intracellular signaling by second messengers,M100,1,0
1,0,0,-3,0,0,GO:0032747,positive regulation of interleukin-23 production,M100,1,0
1,0,0,-3.2,0,0,GO:0043254,regulation of protein-containing complex assembly,M100,1,0
1,0,0,-2.6,0,0,hsa04620,Toll-like receptor signaling pathway,M100,1,0
1,0,0,-5.3,0,0,R-HSA-4411364,Binding of TCF/LEF:CTNNB1 to target gene promoters,M100,1,0
1,0,0,-3.4,0,0,WP3594,Circadian rhythm genes,M100,1,0
0,1,0,0,-3.6,0,GO:0003205,cardiac chamber development,M010,1,0
0,1,0,0,-2.1,0,GO:0003176,aortic valve development,M010,1,0
1,0,0,-2.1,0,0,WP5174,Ulcerative colitis signaling,M100,1,0
1,0,0,-3.5,0,0,WP286,IL 3 signaling pathway,M100,1,0
1,0,0,-3.8,0,0,GO:0071236,cellular response to antibiotic,M100,1,0
1,0,0,-3.4,0,0,GO:2001054,negative regulation of mesenchymal cell apoptotic process,M100,1,0
1,0,0,-4.7,0,0,GO:0051962,positive regulation of nervous system development,M100,1,0
1,0,0,-2.3,0,0,GO:0002244,hematopoietic progenitor cell differentiation,M100,1,0
1,0,0,-2.4,0,0,GO:0048009,insulin-like growth factor receptor signaling pathway,M100,1,0
0,1,0,0,-3.3,0,GO:0001525,angiogenesis,M010,1,0
0,1,0,0,-5.1,0,GO:0072132,mesenchyme morphogenesis,M010,1,0
1,0,0,-3.5,0,0,GO:0045685,regulation of glial cell differentiation,M100,1,0
1,0,0,-2.5,0,0,WP1971,Integrated cancer pathway,M100,1,0
1,0,0,-2.2,0,0,R-HSA-9824446,Viral Infection Pathways,M100,1,0
1,0,0,-2.2,0,0,WP5087,Pleural mesothelioma,M100,1,0
1,0,0,-2.6,0,0,GO:2000106,regulation of leukocyte apoptotic process,M100,1,0
1,0,0,-5.2,0,0,R-HSA-5617472,Activation of anterior HOX genes in hindbrain development during early embryogenesis,M100,1,0
1,0,0,-2.4,0,0,GO:0042113,B cell activation,M100,1,0
1,0,0,-2.3,0,0,R-HSA-3560783,"Defective B4GALT7 causes EDS, progeroid type",M100,1,0
1,0,0,-2.1,0,0,WP5102,Familial partial lipodystrophy,M100,1,0
1,0,0,-2.5,0,0,GO:0061008,hepaticobiliary system development,M100,1,0
1,0,0,-2.5,0,0,GO:0051147,regulation of muscle cell differentiation,M100,1,0
0,1,0,0,-2.9,0,GO:0003007,heart morphogenesis,M010,1,0
1,0,0,-2.3,0,0,GO:0070664,negative regulation of leukocyte proliferation,M100,1,0
0,1,0,0,-3.8,0,GO:0060561,apoptotic process involved in morphogenesis,M010,1,0
1,0,0,-3.4,0,0,GO:1990840,response to lectin,M100,1,0
1,0,0,-4.6,0,0,GO:0140467,integrated stress response signaling,M100,1,0
1,0,0,-2.3,0,0,GO:0010883,regulation of lipid storage,M100,1,0
1,0,0,-3.3,0,0,hsa05205,Proteoglycans in cancer,M100,1,0
1,0,0,-2.1,0,0,GO:0070555,response to interleukin-1,M100,1,0
1,0,0,-2.5,0,0,GO:0061035,regulation of cartilage development,M100,1,0
1,0,0,-2.6,0,0,GO:0060173,limb development,M100,1,0
1,0,0,-7.9,0,0,M183,PID IL6 7 PATHWAY,M100,1,0
0,1,0,0,-3.1,0,GO:0050886,endocrine process,M010,1,0
1,0,0,-2.6,0,0,WP5353,A network map of Macrophage stimulating protein MSP signaling,M100,1,0
1,0,0,-2.7,0,0,WP4205,MET in type 1 papillary renal cell carcinoma,M100,1,0
1,0,0,-4.7,0,0,R-HSA-8951430,RUNX3 regulates WNT signaling,M100,1,0
1,0,0,-2.3,0,0,GO:1903707,negative regulation of hemopoiesis,M100,1,0
0,1,0,0,-2.1,0,GO:0010038,response to metal ion,M010,1,0
1,0,0,-2.6,0,0,GO:0048736,appendage development,M100,1,0
1,0,0,-2.1,0,0,WP4685,Melanoma,M100,1,0
1,0,0,-2.6,0,0,WP4814,Somatic sex determination,M100,1,0
0,1,0,0,-2.2,0,M200,PID ERA GENOMIC PATHWAY,M010,1,0
1,0,0,-2,0,0,R-HSA-9006936,Signaling by TGFB family members,M100,1,0
1,0,0,-2.4,0,0,hsa04213,Longevity regulating pathway - multiple species,M100,1,0
1,0,0,-3.1,0,0,WP4481,Resistin as a regulator of inflammation,M100,1,0
1,0,0,-4.3,0,0,GO:0001818,negative regulation of cytokine production,M100,1,0
1,0,0,-2.4,0,0,R-HSA-9658195,Leishmania infection,M100,1,0
1,0,0,-4.1,0,0,M17200,SA B CELL RECEPTOR COMPLEXES,M100,1,0
1,0,0,-2.2,0,0,GO:1905330,regulation of morphogenesis of an epithelium,M100,1,0
1,0,0,-3.2,0,0,GO:0006325,chromatin organization,M100,1,0
1,0,0,-2.5,0,0,GO:0055123,digestive system development,M100,1,0
1,0,0,-2.3,0,0,M100,PID SHP2 PATHWAY,M100,1,0
0,1,0,0,-3.6,0,GO:0014823,response to activity,M010,1,0
1,0,0,-5.5,0,0,hsa05162,Measles,M100,1,0
1,0,0,-5.1,0,0,WP395,IL 4 signaling pathway,M100,1,0
1,0,0,-3.7,0,0,R-HSA-168898,Toll-like Receptor Cascades,M100,1,0
1,0,0,-5.7,0,0,GO:0030522,intracellular receptor signaling pathway,M100,1,0
0,1,0,0,-3,0,GO:0071277,cellular response to calcium ion,M010,1,0
1,0,0,-4.8,0,0,WP3888,VEGFA VEGFR2 signaling,M100,1,0
1,0,0,-4.2,0,0,GO:0120161,regulation of cold-induced thermogenesis,M100,1,0
1,0,0,-2.6,0,0,GO:0051092,positive regulation of NF-kappaB transcription factor activity,M100,1,0
1,0,0,-4.1,0,0,M288,PID HES HEY PATHWAY,M100,1,0
1,0,0,-3.2,0,0,GO:0014014,negative regulation of gliogenesis,M100,1,0
1,0,0,-2.9,0,0,GO:0043401,steroid hormone mediated signaling pathway,M100,1,0
0,1,0,0,-2.2,0,GO:0051592,response to calcium ion,M010,1,0
1,0,0,-3.5,0,0,hsa05207,Chemical carcinogenesis - receptor activation,M100,1,0
1,0,0,-2.1,0,0,R-HSA-3232118,SUMOylation of transcription factors,M100,1,0
1,0,0,-3.5,0,0,WP364,IL6 signaling pathway,M100,1,0
0,0,1,0,0,-2.4,GO:0009615,response to virus,M001,1,0
1,0,0,-2.4,0,0,WP422,MAPK cascade,M100,1,0
1,0,0,-2.6,0,0,GO:0048701,embryonic cranial skeleton morphogenesis,M100,1,0
1,0,0,-2.1,0,0,GO:0051961,negative regulation of nervous system development,M100,1,0
0,1,0,0,-2,0,GO:0048738,cardiac muscle tissue development,M010,1,0
1,0,0,-2.9,0,0,GO:0002294,"CD4-positive, alpha-beta T cell differentiation involved in immune response",M100,1,0
0,1,0,0,-3.5,0,GO:0003231,cardiac ventricle development,M010,1,0
1,0,0,-2.8,0,0,hsa05415,Diabetic cardiomyopathy,M100,1,0
1,0,0,-2,0,0,GO:0016331,morphogenesis of embryonic epithelium,M100,1,0
1,0,0,-4.5,0,0,hsa05220,Chronic myeloid leukemia,M100,1,0
1,0,0,-3.6,0,0,hsa04919,Thyroid hormone signaling pathway,M100,1,0
1,0,0,-2.1,0,0,GO:0007346,regulation of mitotic cell cycle,M100,1,0
0,1,0,0,-4.8,0,GO:0060443,mammary gland morphogenesis,M010,1,0
1,0,0,-2.7,0,0,GO:0140888,interferon-mediated signaling pathway,M100,1,0
1,0,0,-2.3,0,0,GO:0032715,negative regulation of interleukin-6 production,M100,1,0
1,0,0,-4.2,0,0,WP560,TGF beta receptor signaling,M100,1,0
1,0,0,-2.1,0,0,GO:0030500,regulation of bone mineralization,M100,1,0
1,0,0,-2.4,0,0,GO:0007159,leukocyte cell-cell adhesion,M100,1,0
1,0,0,-3.4,0,0,GO:0001502,cartilage condensation,M100,1,0
0,1,0,0,-2.4,0,GO:0060135,maternal process involved in female pregnancy,M010,1,0
1,0,0,-2.5,0,0,hsa05133,Pertussis,M100,1,0
0,1,0,0,-3.1,0,GO:0060603,mammary gland duct morphogenesis,M010,1,0
1,0,0,-2.6,0,0,GO:0030323,respiratory tube development,M100,1,0
1,0,0,-2.9,0,0,GO:0016049,cell growth,M100,1,0
1,0,0,-3.7,0,0,GO:1903037,regulation of leukocyte cell-cell adhesion,M100,1,0
1,0,0,-3.5,0,0,GO:0120162,positive regulation of cold-induced thermogenesis,M100,1,0
1,0,0,-3.1,0,0,R-HSA-9701898,STAT3 nuclear events downstream of ALK signaling,M100,1,0
1,0,0,-5.6,0,0,GO:0050727,regulation of inflammatory response,M100,1,0
1,0,0,-3.6,0,0,M45,PID CD40 PATHWAY,M100,1,0
1,0,0,-2.8,0,0,WP2877,Vitamin D receptor pathway,M100,1,0
1,0,0,-2.6,0,0,hsa04912,GnRH signaling pathway,M100,1,0
1,0,0,-2.1,0,0,GO:0048664,neuron fate determination,M100,1,0
1,0,0,-2.1,0,0,GO:0001838,embryonic epithelial tube formation,M100,1,0
1,0,0,-3.1,0,0,R-HSA-9674555,Signaling by CSF3 (G-CSF),M100,1,0
1,0,0,-3.1,0,0,GO:0048511,rhythmic process,M100,1,0
1,0,0,-2.4,0,0,WP4871,Kisspeptin kisspeptin receptor system in the ovary,M100,1,0
0,1,0,0,-2.2,0,WP4674,Head and neck squamous cell carcinoma,M010,1,0
1,0,0,-2.3,0,0,GO:0090497,mesenchymal cell migration,M100,1,0
1,0,0,-4.5,0,0,GO:0062207,regulation of pattern recognition receptor signaling pathway,M100,1,0
1,0,0,-2.6,0,0,GO:0007440,foregut morphogenesis,M100,1,0
1,0,0,-2.8,0,0,GO:0031348,negative regulation of defense response,M100,1,0
1,0,0,-2.4,0,0,GO:0060074,synapse maturation,M100,1,0
0,1,0,0,-2.4,0,GO:0071248,cellular response to metal ion,M010,1,0
1,0,0,-6,0,0,GO:0071407,cellular response to organic cyclic compound,M100,1,0
1,0,0,-3.3,0,0,GO:1905332,positive regulation of morphogenesis of an epithelium,M100,1,0
1,0,0,-2.5,0,0,GO:0071772,response to BMP,M100,1,0
1,0,0,-3,0,0,GO:0002250,adaptive immune response,M100,1,0
1,0,0,-2.4,0,0,GO:0021783,preganglionic parasympathetic fiber development,M100,1,0
1,0,0,-3.4,0,0,GO:0046632,alpha-beta T cell differentiation,M100,1,0
1,0,0,-3.2,0,0,GO:0033500,carbohydrate homeostasis,M100,1,0
1,0,0,-2.1,0,0,GO:1901535,regulation of DNA demethylation,M100,1,0
1,0,0,-2.4,0,0,GO:0010453,regulation of cell fate commitment,M100,1,0
1,0,0,-3.3,0,0,GO:0002052,positive regulation of neuroblast proliferation,M100,1,0
1,0,0,-2.1,0,0,GO:0043368,positive T cell selection,M100,1,0
1,0,0,-2.9,0,0,GO:0002066,columnar/cuboidal epithelial cell development,M100,1,0
1,0,0,-4,0,0,R-HSA-168142,Toll Like Receptor 10 (TLR10) Cascade,M100,1,0
1,0,0,-3,0,0,M213,PID AR NONGENOMIC PATHWAY,M100,1,0
1,0,0,-2.2,0,0,R-HSA-4839726,Chromatin organization,M100,1,0
1,0,0,-2.6,0,0,GO:0048645,animal organ formation,M100,1,0
1,0,0,-2.1,0,0,GO:0006991,response to sterol depletion,M100,1,0
1,0,0,-2.7,0,0,R-HSA-201681,TCF dependent signaling in response to WNT,M100,1,0
1,0,0,-2.1,0,0,CORUM:3234,"SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced",M100,1,0
1,0,0,-3.4,0,0,GO:0032674,regulation of interleukin-5 production,M100,1,0
1,0,0,-2.6,0,0,M161,PID IFNG PATHWAY,M100,1,0
1,0,0,-3,0,0,R-HSA-9733709,Cardiogenesis,M100,1,0
1,0,0,-2.1,0,0,GO:0043433,negative regulation of DNA-binding transcription factor activity,M100,1,0
1,0,0,-2.7,0,0,hsa05231,Choline metabolism in cancer,M100,1,0
0,1,0,0,-4,0,GO:0003206,cardiac chamber morphogenesis,M010,1,0
1,0,0,-2.2,0,0,GO:0007610,behavior,M100,1,0
0,1,0,0,-3.8,0,GO:0042594,response to starvation,M010,1,0
0,0,1,0,0,-2.4,GO:0050729,positive regulation of inflammatory response,M001,1,0
1,0,0,-2.4,0,0,GO:0050866,negative regulation of cell activation,M100,1,0
1,0,0,-2.2,0,0,GO:0002757,immune response-activating signaling pathway,M100,1,0
1,0,0,-2.1,0,0,GO:0002285,lymphocyte activation involved in immune response,M100,1,0
1,0,0,-3.2,0,0,M40,PID E2F PATHWAY,M100,1,0
1,0,0,-3,0,0,CORUM:2694,ERG-JUN-FOS DNA-protein complex,M100,1,0
0,1,0,0,-4.7,0,GO:0001837,epithelial to mesenchymal transition,M010,1,0
1,0,0,-5.4,0,0,M10,PID BCR 5PATHWAY,M100,1,0
1,0,0,-2.6,0,0,R-HSA-9006335,Signaling by Erythropoietin,M100,1,0
1,0,0,-3.7,0,0,hsa04630,JAK-STAT signaling pathway,M100,1,0
1,0,0,-4.1,0,0,GO:0002065,columnar/cuboidal epithelial cell differentiation,M100,1,0
1,0,0,-2.3,0,0,GO:0022407,regulation of cell-cell adhesion,M100,1,0
1,0,0,-3.2,0,0,M162,PID RXR VDR PATHWAY,M100,1,0
1,0,0,-3.1,0,0,GO:0032481,positive regulation of type I interferon production,M100,1,0
1,0,0,-4.8,0,0,GO:0002062,chondrocyte differentiation,M100,1,0
0,1,0,0,-2.6,0,GO:0051150,regulation of smooth muscle cell differentiation,M010,1,0
0,1,0,0,-2.4,0,GO:0071384,cellular response to corticosteroid stimulus,M010,1,0
1,0,0,-6.8,0,0,GO:0042063,gliogenesis,M100,1,0
1,0,0,-2.9,0,0,GO:0002262,myeloid cell homeostasis,M100,1,0
1,0,0,-2.3,0,0,GO:0030183,B cell differentiation,M100,1,0
1,0,0,-2.1,0,0,GO:0046626,regulation of insulin receptor signaling pathway,M100,1,0
1,0,0,-2.5,0,0,hsa05165,Human papillomavirus infection,M100,1,0
1,0,0,-2.1,0,0,R-HSA-452723,Transcriptional regulation of pluripotent stem cells,M100,1,0
1,0,0,-3.4,0,0,GO:0098743,cell aggregation,M100,1,0
1,0,0,-5.2,0,0,R-HSA-5619507,Activation of HOX genes during differentiation,M100,1,0
1,0,0,-3.6,0,0,WP5072,Modulators of TCR signaling and T cell activation,M100,1,0
1,0,0,-3,0,0,WP3981,miRNA regulation of prostate cancer signaling pathways,M100,1,0
1,0,0,-5.1,0,0,hsa04625,C-type lectin receptor signaling pathway,M100,1,0
1,0,0,-2.9,0,0,GO:2001053,regulation of mesenchymal cell apoptotic process,M100,1,0
1,0,0,-2.9,0,0,M254,PID MYC REPRESS PATHWAY,M100,1,0
1,0,0,-2,0,0,hsa04750,Inflammatory mediator regulation of TRP channels,M100,1,0
1,0,0,-2.6,0,0,GO:0030850,prostate gland development,M100,1,0
0,1,0,0,-3.8,0,GO:0001568,blood vessel development,M010,1,0
1,0,0,-2.2,0,0,GO:1903320,regulation of protein modification by small protein conjugation or removal,M100,1,0
1,0,0,-3.8,0,0,WP138,Androgen receptor signaling pathway,M100,1,0
0,1,0,0,-2,0,GO:0055092,sterol homeostasis,M010,1,0
1,0,0,-3.1,0,0,GO:0032103,positive regulation of response to external stimulus,M100,1,0
1,0,0,-2.1,0,0,GO:0060575,intestinal epithelial cell differentiation,M100,1,0
1,0,0,-2.2,0,0,WP1544,MicroRNAs in cardiomyocyte hypertrophy,M100,1,0
1,0,0,-2,0,0,WP2118,Arrhythmogenic right ventricular cardiomyopathy,M100,1,0
1,0,0,-2.1,0,0,M110,PID IL1 PATHWAY,M100,1,0
1,0,0,-3.5,0,0,GO:0002696,positive regulation of leukocyte activation,M100,1,0
1,0,0,-4.7,0,0,GO:0009743,response to carbohydrate,M100,1,0
1,0,0,-4,0,0,hsa04012,ErbB signaling pathway,M100,1,0
1,0,0,-5.5,0,0,GO:0048709,oligodendrocyte differentiation,M100,1,0
1,0,0,-2.8,0,0,hsa05016,Huntington disease,M100,1,0
1,0,0,-2.1,0,0,R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,M100,1,0
1,0,0,-3.1,0,0,GO:0009749,response to glucose,M100,1,0
1,0,0,-2.1,0,0,WP75,Toll like receptor signaling pathway,M100,1,0
1,0,0,-3.3,0,0,R-HSA-4090294,SUMOylation of intracellular receptors,M100,1,0
1,0,0,-3,0,0,CORUM:2695,ETS2-FOS-JUN complex,M100,1,0
1,0,0,-2.1,0,0,GO:0010225,response to UV-C,M100,1,0
0,1,0,0,-2.9,0,GO:1902742,apoptotic process involved in development,M010,1,0
0,1,0,0,-2.2,0,GO:0071241,cellular response to inorganic substance,M010,1,0
1,0,0,-2.6,0,0,GO:0002263,cell activation involved in immune response,M100,1,0
1,0,0,-3.5,0,0,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,M100,1,0
1,0,0,-2.1,0,0,GO:1903038,negative regulation of leukocyte cell-cell adhesion,M100,1,0
1,0,0,-2,0,0,GO:0001706,endoderm formation,M100,1,0
1,0,0,-2.1,0,0,WP4880,Host pathogen interaction of human coronaviruses interferon induction,M100,1,0
1,0,0,-2.7,0,0,WP3414,Initiation of transcription and translation elongation at the HIV 1 LTR,M100,1,0
0,1,0,0,-2.6,0,GO:0048844,artery morphogenesis,M010,1,0
1,0,0,-2.4,0,0,GO:0045648,positive regulation of erythrocyte differentiation,M100,1,0
0,1,0,0,-2.2,0,GO:0071496,cellular response to external stimulus,M010,1,0
1,0,0,-2.5,0,0,GO:0044089,positive regulation of cellular component biogenesis,M100,1,0
0,1,0,0,-2.4,0,GO:0044706,multi-multicellular organism process,M010,1,0
1,0,0,-2.4,0,0,GO:0042752,regulation of circadian rhythm,M100,1,0
1,0,0,-6.3,0,0,R-HSA-2262752,Cellular responses to stress,M100,1,0
1,0,0,-4.1,0,0,hsa05418,Fluid shear stress and atherosclerosis,M100,1,0
1,0,0,-3,0,0,WP3915,Angiopoietin like protein 8 regulatory pathway,M100,1,0
1,0,0,-3.5,0,0,hsa04350,TGF-beta signaling pathway,M100,1,0
